"","","Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate)","Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate)","Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate)"
"Country","Year"," Both sexes"," Male"," Female"
"Republic of North Macedonia"," 2014","78.6 [75.4-81.5]","73.8 [70.3-77.1]","83.6 [80.7-86.1]"
"Republic of North Macedonia"," 2013","78.6 [75.5-81.5]","74.0 [70.5-77.2]","83.6 [80.8-86.1]"
"Republic of North Macedonia"," 2012","78.7 [75.6-81.5]","74.1 [70.7-77.2]","83.6 [80.8-86.0]"
"Republic of North Macedonia"," 2011","78.8 [75.7-81.6]","74.2 [70.9-77.3]","83.6 [80.9-86.0]"
"Republic of North Macedonia"," 2010","78.9 [75.9-81.6]","74.3 [71.0-77.4]","83.6 [80.9-86.1]"
"Republic of North Macedonia"," 2009","79.0 [76.0-81.7]","74.5 [71.2-77.5]","83.7 [80.9-86.1]"
"Republic of North Macedonia"," 2008","79.0 [76.1-81.7]","74.6 [71.4-77.6]","83.7 [81.0-86.1]"
"Republic of North Macedonia"," 2007","79.1 [76.2-81.8]","74.7 [71.6-77.7]","83.7 [81.0-86.1]"
"Republic of North Macedonia"," 2006","79.2 [76.2-81.8]","74.9 [71.7-77.8]","83.7 [81.0-86.1]"
"Republic of North Macedonia"," 2005","79.3 [76.3-81.9]","75.0 [71.9-77.9]","83.8 [81.0-86.2]"
"Republic of North Macedonia"," 2004","79.3 [76.4-82.0]","75.1 [72.0-78.0]","83.8 [81.0-86.2]"
"Republic of North Macedonia"," 2003","79.4 [76.5-82.1]","75.2 [72.1-78.1]","83.8 [81.1-86.2]"
"Republic of North Macedonia"," 2002","79.5 [76.5-82.2]","75.4 [72.2-78.2]","83.8 [81.1-86.3]"
"Republic of North Macedonia"," 2001","79.6 [76.6-82.2]","75.5 [72.4-78.4]","83.9 [81.1-86.3]"
"Romania"," 2016","79.5 [76.4-82.4]","72.7 [68.9-76.2]","86.7 [84.3-88.9]"
"Romania"," 2015","79.6 [76.5-82.4]","72.8 [69.1-76.3]","86.7 [84.3-88.8]"
"Romania"," 2014","79.7 [76.6-82.4]","73.0 [69.3-76.3]","86.7 [84.3-88.8]"
"Romania"," 2013","79.7 [76.7-82.4]","73.1 [69.5-76.4]","86.7 [84.3-88.8]"
"Romania"," 2012","79.8 [76.8-82.4]","73.2 [69.7-76.5]","86.7 [84.3-88.7]"
"Romania"," 2011","79.8 [76.9-82.5]","73.3 [69.9-76.5]","86.7 [84.3-88.7]"
"Romania"," 2010","79.9 [77.0-82.5]","73.5 [70.1-76.6]","86.6 [84.3-88.7]"
"Romania"," 2009","79.9 [77.1-82.5]","73.6 [70.2-76.7]","86.6 [84.3-88.7]"
"Romania"," 2008","80.0 [77.1-82.6]","73.7 [70.4-76.8]","86.6 [84.3-88.7]"
"Romania"," 2007","80.0 [77.2-82.6]","73.8 [70.5-76.9]","86.6 [84.2-88.6]"
"Romania"," 2006","80.1 [77.3-82.7]","74.0 [70.7-77.0]","86.6 [84.2-88.6]"
"Romania"," 2005","80.2 [77.3-82.7]","74.1 [70.8-77.1]","86.6 [84.2-88.6]"
"Romania"," 2004","80.2 [77.4-82.8]","74.2 [71.0-77.2]","86.5 [84.2-88.6]"
"Romania"," 2003","80.3 [77.5-82.8]","74.3 [71.1-77.3]","86.5 [84.1-88.6]"
"Romania"," 2002","80.3 [77.5-82.9]","74.5 [71.2-77.4]","86.5 [84.1-88.6]"
"Romania"," 2001","80.4 [77.5-83.0]","74.6 [71.3-77.6]","86.5 [84.1-88.6]"
"Russian Federation"," 2016","84.5 [81.9-86.8]","80.9 [77.9-83.6]","88.3 [86.1-90.3]"
"Russian Federation"," 2015","84.5 [81.9-86.7]","80.8 [77.8-83.4]","88.3 [86.1-90.2]"
"Russian Federation"," 2014","84.4 [81.8-86.6]","80.7 [77.8-83.3]","88.3 [86.1-90.2]"
"Russian Federation"," 2013","84.3 [81.8-86.6]","80.6 [77.7-83.2]","88.3 [86.1-90.1]"
"Russian Federation"," 2012","84.2 [81.7-86.5]","80.4 [77.6-83.0]","88.2 [86.1-90.1]"
"Russian Federation"," 2011","84.2 [81.7-86.4]","80.3 [77.5-82.9]","88.2 [86.1-90.1]"
"Russian Federation"," 2010","84.1 [81.6-86.3]","80.2 [77.4-82.7]","88.2 [86.1-90.0]"
"Russian Federation"," 2009","84.0 [81.6-86.2]","80.1 [77.3-82.6]","88.2 [86.0-90.0]"
"Russian Federation"," 2008","84.0 [81.5-86.1]","80.0 [77.2-82.5]","88.2 [86.0-90.0]"
"Russian Federation"," 2007","83.9 [81.4-86.1]","79.9 [77.1-82.4]","88.1 [86.0-90.0]"
"Russian Federation"," 2006","83.8 [81.4-86.0]","79.7 [77.0-82.3]","88.1 [86.0-90.0]"
"Russian Federation"," 2005","83.8 [81.3-86.0]","79.6 [76.8-82.1]","88.1 [85.9-90.0]"
"Russian Federation"," 2004","83.7 [81.2-85.9]","79.5 [76.7-82.0]","88.1 [85.9-89.9]"
"Russian Federation"," 2003","83.6 [81.1-85.9]","79.4 [76.6-81.9]","88.0 [85.8-89.9]"
"Russian Federation"," 2002","83.5 [81.0-85.8]","79.3 [76.4-81.8]","88.0 [85.8-89.9]"
"Russian Federation"," 2001","83.5 [80.9-85.8]","79.1 [76.2-81.8]","88.0 [85.7-89.9]"
"Rwanda"," 2010","No data","No data","No data"
"Saint Kitts and Nevis"," 2016","82.3 [79.5-84.8]","78.5 [75.3-81.4]","86.1 [83.6-88.2]"
"Saint Kitts and Nevis"," 2015","82.3 [79.6-84.8]","78.6 [75.5-81.5]","86.1 [83.7-88.2]"
"Saint Kitts and Nevis"," 2014","82.4 [79.7-84.9]","78.8 [75.7-81.6]","86.1 [83.7-88.2]"
"Saint Kitts and Nevis"," 2013","82.5 [79.8-84.9]","78.9 [75.9-81.7]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2012","82.6 [79.9-84.9]","79.0 [76.0-81.8]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2011","82.6 [80.0-85.0]","79.2 [76.2-81.9]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2010","82.7 [80.0-85.0]","79.3 [76.4-82.0]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2009","82.8 [80.1-85.1]","79.4 [76.5-82.1]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2008","82.8 [80.2-85.2]","79.6 [76.7-82.2]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2007","82.9 [80.3-85.2]","79.7 [76.8-82.3]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2006","83.0 [80.3-85.3]","79.9 [77.0-82.5]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2005","83.0 [80.4-85.4]","80.0 [77.1-82.6]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2004","83.1 [80.5-85.4]","80.1 [77.2-82.7]","86.1 [83.7-88.1]"
"Saint Kitts and Nevis"," 2003","83.2 [80.5-85.5]","80.2 [77.3-82.9]","86.1 [83.7-88.2]"
"Saint Kitts and Nevis"," 2002","83.2 [80.5-85.6]","80.4 [77.4-83.0]","86.1 [83.7-88.2]"
"Saint Kitts and Nevis"," 2001","83.3 [80.6-85.7]","80.5 [77.5-83.2]","86.1 [83.6-88.2]"
"Saint Lucia"," 2016","84.3 [81.3-87.0]","82.8 [79.6-85.6]","85.9 [83.0-88.4]"
"Saint Lucia"," 2015","84.3 [81.4-86.9]","82.8 [79.7-85.5]","85.9 [83.0-88.3]"
"Saint Lucia"," 2014","84.3 [81.4-86.9]","82.8 [79.7-85.5]","85.9 [83.1-88.3]"
"Saint Lucia"," 2013","84.4 [81.4-86.9]","82.8 [79.8-85.5]","85.9 [83.1-88.3]"
"Saint Lucia"," 2012","84.4 [81.4-86.9]","82.8 [79.8-85.5]","85.9 [83.1-88.3]"
"Saint Lucia"," 2011","84.4 [81.5-86.9]","82.8 [79.8-85.5]","85.9 [83.1-88.3]"
"Saint Lucia"," 2010","84.4 [81.5-86.9]","82.8 [79.8-85.5]","85.9 [83.1-88.2]"
"Saint Lucia"," 2009","84.4 [81.5-86.8]","82.8 [79.9-85.5]","85.9 [83.2-88.2]"
"Saint Lucia"," 2008","84.4 [81.6-86.8]","82.8 [79.9-85.4]","85.9 [83.2-88.2]"
"Saint Lucia"," 2007","84.4 [81.6-86.8]","82.8 [79.9-85.4]","85.9 [83.3-88.2]"
"Saint Lucia"," 2006","84.4 [81.6-86.8]","82.8 [80.0-85.4]","86.0 [83.3-88.2]"
"Saint Lucia"," 2005","84.4 [81.7-86.8]","82.8 [80.0-85.4]","86.0 [83.4-88.2]"
"Saint Lucia"," 2004","84.4 [81.7-86.8]","82.8 [80.0-85.4]","86.0 [83.4-88.3]"
"Saint Lucia"," 2003","84.5 [81.7-86.8]","82.8 [80.0-85.4]","86.0 [83.4-88.3]"
"Saint Lucia"," 2002","84.5 [81.8-86.8]","82.8 [80.0-85.4]","86.1 [83.5-88.3]"
"Saint Lucia"," 2001","84.5 [81.8-86.9]","82.8 [80.0-85.4]","86.1 [83.5-88.3]"
"Saint Vincent and the Grenadines"," 2016","85.8 [83.8-87.7]","83.2 [80.9-85.3]","88.5 [86.7-90.1]"
"Saint Vincent and the Grenadines"," 2015","85.8 [83.8-87.6]","83.2 [80.9-85.3]","88.5 [86.7-90.1]"
"Saint Vincent and the Grenadines"," 2014","85.8 [83.8-87.6]","83.2 [80.9-85.2]","88.5 [86.7-90.0]"
"Saint Vincent and the Grenadines"," 2013","85.8 [83.8-87.6]","83.2 [80.9-85.2]","88.5 [86.7-90.0]"
"Saint Vincent and the Grenadines"," 2012","85.8 [83.8-87.5]","83.2 [80.9-85.2]","88.4 [86.7-90.0]"
"Saint Vincent and the Grenadines"," 2011","85.8 [83.8-87.5]","83.2 [80.9-85.2]","88.4 [86.7-89.9]"
"Saint Vincent and the Grenadines"," 2010","85.7 [83.8-87.5]","83.1 [80.9-85.1]","88.4 [86.7-89.9]"
"Saint Vincent and the Grenadines"," 2009","85.7 [83.8-87.5]","83.1 [80.9-85.1]","88.4 [86.6-89.9]"
"Saint Vincent and the Grenadines"," 2008","85.7 [83.7-87.5]","83.1 [80.9-85.1]","88.3 [86.6-89.9]"
"Saint Vincent and the Grenadines"," 2007","85.7 [83.7-87.5]","83.1 [80.9-85.1]","88.3 [86.6-89.9]"
"Saint Vincent and the Grenadines"," 2006","85.7 [83.7-87.5]","83.1 [80.9-85.2]","88.3 [86.5-89.9]"
"Saint Vincent and the Grenadines"," 2005","85.7 [83.6-87.5]","83.1 [80.8-85.2]","88.3 [86.5-89.9]"
"Saint Vincent and the Grenadines"," 2004","85.7 [83.6-87.5]","83.1 [80.8-85.2]","88.3 [86.4-89.9]"
"Saint Vincent and the Grenadines"," 2003","85.6 [83.5-87.5]","83.1 [80.7-85.2]","88.2 [86.4-89.9]"
"Saint Vincent and the Grenadines"," 2002","85.6 [83.5-87.5]","83.1 [80.7-85.2]","88.2 [86.3-89.9]"
"Saint Vincent and the Grenadines"," 2001","85.6 [83.4-87.6]","83.1 [80.6-85.3]","88.2 [86.2-89.9]"
"Samoa"," 2016","87.1 [84.1-89.5]","87.5 [84.6-89.8]","86.7 [83.6-89.2]"
"Samoa"," 2015","87.0 [84.1-89.5]","87.4 [84.6-89.7]","86.7 [83.6-89.2]"
"Samoa"," 2014","87.0 [84.1-89.4]","87.3 [84.5-89.6]","86.7 [83.6-89.2]"
"Samoa"," 2013","86.9 [84.0-89.4]","87.2 [84.4-89.6]","86.6 [83.6-89.2]"
"Samoa"," 2012","86.9 [84.0-89.3]","87.1 [84.3-89.5]","86.6 [83.6-89.2]"
"Samoa"," 2011","86.8 [83.9-89.3]","87.0 [84.2-89.4]","86.6 [83.6-89.1]"
"Samoa"," 2010","86.8 [83.9-89.2]","86.9 [84.1-89.3]","86.6 [83.6-89.1]"
"Samoa"," 2009","86.7 [83.8-89.2]","86.9 [84.0-89.3]","86.6 [83.6-89.1]"
"Samoa"," 2008","86.7 [83.7-89.2]","86.8 [83.9-89.2]","86.6 [83.6-89.1]"
"Samoa"," 2007","86.6 [83.7-89.1]","86.7 [83.8-89.1]","86.6 [83.6-89.1]"
"Samoa"," 2006","86.6 [83.6-89.1]","86.6 [83.7-89.1]","86.6 [83.5-89.1]"
"Samoa"," 2005","86.5 [83.5-89.0]","86.5 [83.6-89.0]","86.6 [83.5-89.1]"
"Samoa"," 2004","86.5 [83.5-89.0]","86.4 [83.4-88.9]","86.5 [83.5-89.1]"
"Samoa"," 2003","86.4 [83.4-89.0]","86.3 [83.3-88.9]","86.5 [83.4-89.1]"
"Samoa"," 2002","86.4 [83.3-89.0]","86.2 [83.2-88.8]","86.5 [83.4-89.1]"
"Samoa"," 2001","86.3 [83.2-88.9]","86.1 [83.0-88.8]","86.5 [83.4-89.2]"
"San Marino"," 2010","No data","No data","No data"
"Sao Tome and Principe"," 2010","No data","No data","No data"
"Saudi Arabia"," 2010","No data","No data","No data"
"Senegal"," 2016","88.5 [86.2-90.4]","84.8 [82.0-87.2]","92.2 [90.5-93.7]"
"Senegal"," 2015","88.5 [86.2-90.4]","84.8 [82.0-87.2]","92.2 [90.5-93.6]"
"Senegal"," 2014","88.5 [86.3-90.4]","84.8 [82.1-87.2]","92.2 [90.5-93.6]"
"Senegal"," 2013","88.5 [86.3-90.3]","84.8 [82.2-87.2]","92.2 [90.5-93.6]"
"Senegal"," 2012","88.5 [86.3-90.3]","84.9 [82.2-87.2]","92.1 [90.5-93.5]"
"Senegal"," 2011","88.5 [86.3-90.3]","84.9 [82.3-87.2]","92.1 [90.5-93.5]"
"Senegal"," 2010","88.5 [86.3-90.3]","84.9 [82.3-87.2]","92.1 [90.4-93.5]"
"Senegal"," 2009","88.5 [86.4-90.3]","85.0 [82.4-87.2]","92.1 [90.4-93.4]"
"Senegal"," 2008","88.5 [86.4-90.3]","85.0 [82.4-87.3]","92.0 [90.4-93.4]"
"Senegal"," 2007","88.5 [86.4-90.3]","85.0 [82.4-87.3]","92.0 [90.3-93.4]"
"Senegal"," 2006","88.5 [86.4-90.3]","85.0 [82.5-87.3]","92.0 [90.3-93.4]"
"Senegal"," 2005","88.5 [86.3-90.3]","85.1 [82.5-87.3]","92.0 [90.3-93.4]"
"Senegal"," 2004","88.5 [86.3-90.3]","85.1 [82.5-87.4]","91.9 [90.2-93.4]"
"Senegal"," 2003","88.5 [86.3-90.3]","85.1 [82.5-87.4]","91.9 [90.2-93.3]"
"Senegal"," 2002","88.5 [86.3-90.4]","85.1 [82.5-87.4]","91.9 [90.1-93.3]"
"Senegal"," 2001","88.5 [86.3-90.4]","85.2 [82.5-87.5]","91.9 [90.1-93.3]"
"Serbia"," 2010","No data","No data","No data"
"Seychelles"," 2016","82.6 [79.5-85.4]","78.7 [75.1-81.9]","86.7 [84.0-89.1]"
"Seychelles"," 2015","82.7 [79.6-85.5]","78.9 [75.4-82.0]","86.7 [84.0-89.0]"
"Seychelles"," 2014","82.9 [79.8-85.5]","79.1 [75.7-82.2]","86.7 [84.1-89.0]"
"Seychelles"," 2013","83.0 [79.9-85.6]","79.4 [76.0-82.4]","86.7 [84.1-89.0]"
"Seychelles"," 2012","83.1 [80.1-85.7]","79.6 [76.3-82.5]","86.7 [84.1-89.0]"
"Seychelles"," 2011","83.2 [80.2-85.7]","79.8 [76.5-82.7]","86.8 [84.1-89.0]"
"Seychelles"," 2010","83.3 [80.3-85.8]","80.0 [76.8-82.9]","86.8 [84.1-89.0]"
"Seychelles"," 2009","83.4 [80.5-85.9]","80.2 [77.0-83.0]","86.8 [84.2-89.0]"
"Seychelles"," 2008","83.5 [80.6-86.0]","80.4 [77.3-83.2]","86.8 [84.2-89.0]"
"Seychelles"," 2007","83.6 [80.7-86.1]","80.6 [77.5-83.4]","86.8 [84.2-89.0]"
"Seychelles"," 2006","83.7 [80.9-86.2]","80.8 [77.7-83.6]","86.8 [84.2-89.0]"
"Seychelles"," 2005","83.8 [81.0-86.3]","81.0 [77.9-83.8]","86.8 [84.2-89.0]"
"Seychelles"," 2004","83.9 [81.1-86.4]","81.2 [78.1-83.9]","86.8 [84.2-89.0]"
"Seychelles"," 2003","84.0 [81.2-86.5]","81.4 [78.3-84.1]","86.8 [84.2-89.1]"
"Seychelles"," 2002","84.1 [81.3-86.6]","81.6 [78.5-84.3]","86.8 [84.2-89.1]"
"Seychelles"," 2001","84.3 [81.4-86.8]","81.8 [78.7-84.5]","86.8 [84.1-89.1]"
"Sierra Leone"," 2010","No data","No data","No data"
"Singapore"," 2016","76.3 [65.0-84.8]","69.7 [56.7-80.1]","83.1 [73.6-89.7]"
"Singapore"," 2015","76.6 [65.4-85.1]","70.3 [57.4-80.6]","83.3 [73.8-89.8]"
"Singapore"," 2014","77.0 [65.8-85.3]","70.8 [58.1-81.0]","83.4 [74.0-89.9]"
"Singapore"," 2013","77.3 [66.3-85.6]","71.4 [58.8-81.4]","83.5 [74.1-89.9]"
"Singapore"," 2012","77.7 [66.7-85.8]","72.0 [59.4-81.8]","83.6 [74.3-90.0]"
"Singapore"," 2011","78.0 [67.1-86.1]","72.5 [60.1-82.3]","83.7 [74.5-90.1]"
"Singapore"," 2010","78.4 [67.5-86.3]","73.1 [60.7-82.7]","83.9 [74.6-90.2]"
"Singapore"," 2009","78.7 [67.9-86.6]","73.6 [61.4-83.1]","84.0 [74.8-90.3]"
"Singapore"," 2008","79.0 [68.3-86.8]","74.2 [62.0-83.5]","84.1 [74.9-90.3]"
"Singapore"," 2007","79.3 [68.7-87.1]","74.7 [62.7-83.9]","84.2 [75.1-90.4]"
"Singapore"," 2006","79.7 [69.1-87.3]","75.2 [63.3-84.2]","84.3 [75.2-90.5]"
"Singapore"," 2005","80.0 [69.5-87.5]","75.7 [63.9-84.6]","84.4 [75.3-90.6]"
"Singapore"," 2004","80.3 [69.9-87.7]","76.3 [64.6-85.0]","84.5 [75.5-90.7]"
"Singapore"," 2003","80.6 [70.3-88.0]","76.8 [65.2-85.4]","84.7 [75.6-90.7]"
"Singapore"," 2002","80.9 [70.6-88.2]","77.3 [65.8-85.7]","84.8 [75.8-90.8]"
"Singapore"," 2001","81.2 [71.0-88.4]","77.7 [66.4-86.1]","84.9 [75.9-90.9]"
"Slovakia"," 2016","71.5 [67.5-75.2]","65.5 [61.2-69.6]","77.8 [74.1-81.1]"
"Slovakia"," 2015","71.7 [67.8-75.3]","65.8 [61.6-69.8]","77.8 [74.2-81.1]"
"Slovakia"," 2014","71.8 [68.0-75.4]","66.1 [62.0-70.0]","77.8 [74.2-81.0]"
"Slovakia"," 2013","72.0 [68.2-75.5]","66.4 [62.4-70.2]","77.8 [74.3-81.0]"
"Slovakia"," 2012","72.1 [68.4-75.6]","66.7 [62.8-70.4]","77.8 [74.3-81.0]"
"Slovakia"," 2011","72.3 [68.6-75.7]","67.0 [63.1-70.6]","77.8 [74.3-80.9]"
"Slovakia"," 2010","72.4 [68.8-75.8]","67.3 [63.5-70.9]","77.8 [74.4-80.9]"
"Slovakia"," 2009","72.6 [69.0-75.9]","67.6 [63.8-71.1]","77.8 [74.4-80.9]"
"Slovakia"," 2008","72.7 [69.2-76.0]","67.9 [64.2-71.3]","77.8 [74.4-80.9]"
"Slovakia"," 2007","72.9 [69.3-76.1]","68.1 [64.5-71.6]","77.8 [74.4-80.9]"
"Slovakia"," 2006","73.0 [69.5-76.3]","68.4 [64.8-71.8]","77.8 [74.4-80.9]"
"Slovakia"," 2005","73.2 [69.7-76.4]","68.7 [65.1-72.1]","77.8 [74.4-80.9]"
"Slovakia"," 2004","73.3 [69.8-76.5]","69.0 [65.4-72.3]","77.8 [74.4-80.9]"
"Slovakia"," 2003","73.5 [69.9-76.7]","69.3 [65.7-72.6]","77.8 [74.3-80.9]"
"Slovakia"," 2002","73.6 [70.1-76.8]","69.6 [66.0-72.9]","77.8 [74.3-81.0]"
"Slovakia"," 2001","73.7 [70.2-77.0]","69.8 [66.3-73.2]","77.8 [74.3-81.0]"
"Slovenia"," 2016","80.0 [76.8-82.9]","74.8 [71.0-78.2]","85.6 [82.8-87.9]"
"Slovenia"," 2015","80.0 [76.8-82.8]","74.8 [71.2-78.1]","85.5 [82.8-87.8]"
"Slovenia"," 2014","80.0 [76.9-82.8]","74.8 [71.3-78.1]","85.5 [82.8-87.8]"
"Slovenia"," 2013","80.0 [76.9-82.8]","74.9 [71.4-78.1]","85.5 [82.8-87.7]"
"Slovenia"," 2012","80.0 [77.0-82.7]","74.9 [71.5-78.1]","85.4 [82.8-87.7]"
"Slovenia"," 2011","80.0 [77.0-82.7]","75.0 [71.6-78.1]","85.4 [82.8-87.6]"
"Slovenia"," 2010","80.0 [77.1-82.7]","75.0 [71.7-78.1]","85.4 [82.8-87.6]"
"Slovenia"," 2009","80.0 [77.1-82.7]","75.0 [71.7-78.1]","85.3 [82.8-87.6]"
"Slovenia"," 2008","80.0 [77.1-82.7]","75.1 [71.8-78.1]","85.3 [82.7-87.5]"
"Slovenia"," 2007","80.1 [77.1-82.7]","75.1 [71.9-78.1]","85.3 [82.7-87.5]"
"Slovenia"," 2006","80.1 [77.2-82.7]","75.2 [72.0-78.1]","85.2 [82.7-87.5]"
"Slovenia"," 2005","80.1 [77.2-82.7]","75.2 [72.0-78.2]","85.2 [82.6-87.5]"
"Slovenia"," 2004","80.1 [77.2-82.7]","75.2 [72.1-78.2]","85.2 [82.6-87.4]"
"Slovenia"," 2003","80.1 [77.2-82.7]","75.3 [72.1-78.2]","85.1 [82.5-87.4]"
"Slovenia"," 2002","80.1 [77.2-82.7]","75.3 [72.1-78.3]","85.1 [82.4-87.4]"
"Slovenia"," 2001","80.1 [77.1-82.8]","75.4 [72.1-78.3]","85.1 [82.4-87.4]"
"Solomon Islands"," 2016","83.7 [80.3-86.6]","82.1 [78.5-85.2]","85.4 [82.2-88.1]"
"Solomon Islands"," 2015","83.7 [80.3-86.7]","82.2 [78.6-85.3]","85.4 [82.2-88.1]"
"Solomon Islands"," 2014","83.8 [80.4-86.7]","82.3 [78.7-85.4]","85.4 [82.2-88.1]"
"Solomon Islands"," 2013","83.8 [80.4-86.7]","82.3 [78.8-85.4]","85.4 [82.1-88.1]"
"Solomon Islands"," 2012","83.8 [80.4-86.7]","82.4 [78.8-85.5]","85.3 [82.1-88.1]"
"Solomon Islands"," 2011","83.8 [80.4-86.7]","82.5 [78.9-85.5]","85.3 [82.1-88.0]"
"Solomon Islands"," 2010","83.9 [80.5-86.8]","82.6 [79.0-85.6]","85.3 [82.1-88.0]"
"Solomon Islands"," 2009","83.9 [80.5-86.8]","82.6 [79.1-85.7]","85.3 [82.0-88.0]"
"Solomon Islands"," 2008","83.9 [80.5-86.9]","82.7 [79.1-85.8]","85.3 [82.0-88.0]"
"Solomon Islands"," 2007","84.0 [80.5-86.9]","82.8 [79.2-85.8]","85.2 [81.9-88.0]"
"Solomon Islands"," 2006","84.0 [80.5-86.9]","82.8 [79.2-85.9]","85.2 [81.9-88.0]"
"Solomon Islands"," 2005","84.0 [80.5-87.0]","82.9 [79.3-86.0]","85.2 [81.8-88.0]"
"Solomon Islands"," 2004","84.0 [80.5-87.0]","83.0 [79.3-86.1]","85.2 [81.8-88.0]"
"Solomon Islands"," 2003","84.1 [80.5-87.1]","83.0 [79.4-86.2]","85.2 [81.7-88.0]"
"Solomon Islands"," 2002","84.1 [80.5-87.1]","83.1 [79.4-86.3]","85.1 [81.7-88.1]"
"Solomon Islands"," 2001","84.1 [80.5-87.2]","83.2 [79.5-86.3]","85.1 [81.6-88.1]"
"Somalia"," 2010","No data","No data","No data"
"South Africa"," 2010","No data","No data","No data"
"South Sudan"," 2010","No data","No data","No data"
"Spain"," 2016","76.6 [73.7-79.3]","69.8 [66.4-73.0]","83.8 [81.4-86.0]"
"Spain"," 2015","76.8 [73.9-79.4]","70.1 [66.8-73.2]","83.8 [81.5-85.9]"
"Spain"," 2014","77.0 [74.2-79.5]","70.4 [67.2-73.4]","83.9 [81.6-85.9]"
"Spain"," 2013","77.1 [74.5-79.6]","70.7 [67.7-73.7]","83.9 [81.6-85.9]"
"Spain"," 2012","77.3 [74.7-79.7]","71.1 [68.1-73.9]","83.9 [81.7-85.9]"
"Spain"," 2011","77.5 [74.9-79.8]","71.4 [68.5-74.1]","83.9 [81.7-85.9]"
"Spain"," 2010","77.6 [75.1-79.9]","71.7 [68.9-74.4]","83.9 [81.8-85.9]"
"Spain"," 2009","77.8 [75.4-80.1]","72.0 [69.3-74.6]","83.9 [81.8-85.9]"
"Spain"," 2008","78.0 [75.6-80.2]","72.3 [69.6-74.9]","84.0 [81.8-85.9]"
"Spain"," 2007","78.1 [75.8-80.3]","72.6 [70.0-75.1]","84.0 [81.9-85.9]"
"Spain"," 2006","78.3 [75.9-80.5]","72.9 [70.3-75.4]","84.0 [81.9-85.9]"
"Spain"," 2005","78.5 [76.1-80.6]","73.2 [70.7-75.6]","84.0 [81.9-85.9]"
"Spain"," 2004","78.6 [76.3-80.8]","73.5 [71.0-75.9]","84.0 [81.9-85.9]"
"Spain"," 2003","78.8 [76.4-80.9]","73.8 [71.3-76.2]","84.0 [81.9-86.0]"
"Spain"," 2002","78.9 [76.6-81.1]","74.1 [71.6-76.5]","84.0 [81.9-86.0]"
"Spain"," 2001","79.1 [76.7-81.3]","74.4 [71.9-76.8]","84.1 [81.9-86.0]"
"Sri Lanka"," 2016","85.2 [82.0-87.9]","81.6 [77.9-84.8]","88.7 [86.0-90.9]"
"Sri Lanka"," 2015","85.2 [82.1-87.9]","81.7 [78.1-84.9]","88.7 [86.1-90.9]"
"Sri Lanka"," 2014","85.3 [82.1-87.9]","81.8 [78.2-85.0]","88.7 [86.1-90.9]"
"Sri Lanka"," 2013","85.3 [82.2-87.9]","82.0 [78.4-85.0]","88.7 [86.1-90.9]"
"Sri Lanka"," 2012","85.4 [82.3-88.0]","82.1 [78.5-85.1]","88.7 [86.1-90.9]"
"Sri Lanka"," 2011","85.4 [82.4-88.0]","82.2 [78.7-85.2]","88.7 [86.1-90.9]"
"Sri Lanka"," 2010","85.5 [82.4-88.1]","82.3 [78.8-85.3]","88.7 [86.1-90.9]"
"Sri Lanka"," 2009","85.5 [82.5-88.1]","82.4 [78.9-85.4]","88.7 [86.1-90.9]"
"Sri Lanka"," 2008","85.6 [82.6-88.2]","82.5 [79.0-85.5]","88.7 [86.1-90.9]"
"Sri Lanka"," 2007","85.6 [82.6-88.2]","82.6 [79.2-85.6]","88.7 [86.1-90.9]"
"Sri Lanka"," 2006","85.7 [82.7-88.3]","82.7 [79.3-85.7]","88.7 [86.1-90.9]"
"Sri Lanka"," 2005","85.7 [82.7-88.3]","82.8 [79.4-85.8]","88.7 [86.1-90.9]"
"Sri Lanka"," 2004","85.8 [82.7-88.4]","82.9 [79.5-85.9]","88.7 [86.1-90.9]"
"Sri Lanka"," 2003","85.8 [82.8-88.4]","83.0 [79.6-86.0]","88.7 [86.1-91.0]"
"Sri Lanka"," 2002","85.9 [82.8-88.5]","83.1 [79.7-86.1]","88.8 [86.1-91.0]"
"Sri Lanka"," 2001","85.9 [82.8-88.6]","83.2 [79.7-86.2]","88.8 [86.0-91.0]"
"Sudan"," 2016","90.3 [88.3-92.0]","89.6 [87.6-91.3]","91.0 [89.1-92.7]"
"Sudan"," 2015","90.2 [88.3-91.9]","89.5 [87.5-91.2]","91.0 [89.1-92.6]"
"Sudan"," 2014","90.2 [88.2-91.8]","89.4 [87.4-91.1]","91.0 [89.1-92.6]"
"Sudan"," 2013","90.1 [88.1-91.8]","89.3 [87.3-91.0]","91.0 [89.0-92.6]"
